from_tconst,from_title,from_year,from_runtimeMinutes,from_averageRating,from_numVotes,from_budget,from_revenue,from_budget_formatted,from_revenue_formatted,budget_2023,revenue_2023,budget_2023_formatted,revenue_2023_formatted
tt1714915,Only Lovers Left Alive,2013,123,7.2,111399,7000000,7600000,"7,000,000","7,600,000",9155827.041041909,9940612.215988358,"9,155,827","9,940,612"
tt1715336,Anna,2013,99,6.4,25810,4357373,1200000,"4,357,373","1,200,000",5699336.220186558,1569570.3498928987,"5,699,336","1,569,570"
tt1716772,The Inbetweeners,2011,97,6.7,88648,4500000,88823111,"4,500,000","88,823,111",6095692.609996488,120319640.29324396,"6,095,692","120,319,640"
tt1723121,We're the Millers,2013,110,7.0,503684,37000000,270000000,"37,000,000","270,000,000",48395085.78836438,353153328.7259022,"48,395,085","353,153,328"
tt1723808,Reagan,2024,141,6.2,10664,25000000,30107173,"25,000,000","30,107,173",,,,
tt1723811,Shame,2011,101,7.2,210792,6500000,3909002,"6,500,000","3,909,002",8804889.325550484,5295127.689746998,"8,804,889","5,295,127"
tt1724970,Beyond Skyline,2017,106,5.3,24117,14000000,992181,"14,000,000","992,181",17403018.929503918,1233353.194606723,"17,403,018","1,233,353"
tt1726592,Before I Go to Sleep,2014,92,6.3,86460,22000000,17669776,"22,000,000","17,669,776",28316115.842119493,22742701.0963774,"28,316,115","22,742,701"
tt1726669,Killer Joe,2011,102,6.7,85492,10000000,4633668,"10,000,000","4,633,668",13545983.577769974,6276759.063283824,"13,545,983","6,276,759"
tt1727388,The Way Way Back,2013,103,7.4,159862,4600000,23198652,"4,600,000","23,198,652",6016686.341256112,30343263.613902994,"6,016,686","30,343,263"
tt1727776,Scouts Guide to the Zombie Apocalypse,2015,93,6.3,57741,15000000,14900000,"15,000,000","14,900,000",19283553.50038183,19154996.47704595,"19,283,553","19,154,996"
tt1727824,Bohemian Rhapsody,2018,134,7.9,618971,52000000,918355943,"52,000,000","918,355,943",63098615.33131295,1114365161.2419646,"63,098,615","1,114,365,161"
tt17279496,Civil War,2024,109,7.0,231857,50000000,126542249,"50,000,000","126,542,249",,,,
tt1731141,Ender's Game,2013,114,6.6,259627,110000000,125537191,"110,000,000","125,537,191",143877282.0735157,164199544.00203472,"143,877,282","164,199,544"
tt1731697,The Lords of Salem,2012,101,5.2,33330,1500000,1165882,"1,500,000","1,165,882",1990700.9765063548,1547281.6239274545,"1,990,700","1,547,281"
tt17351924,Saltburn,2023,131,7.0,240914,20000000,21013738,"20,000,000","21,013,738",20000000.0,21013738.0,"20,000,000","21,013,738"
tt1735898,Snow White and the Huntsman,2012,127,6.1,308365,170000000,396600000,"170,000,000","396,600,000",225612777.33738688,526341338.1882802,"225,612,777","526,341,338"
tt1741243,Pawn Shop Chronicles,2013,112,5.9,12373,5000000,1080000,"5,000,000","1,080,000",6539876.457887078,1412613.3149036088,"6,539,876","1,412,613"
tt1742044,Jersey Boys,2014,134,6.8,37616,40000000,67347013,"40,000,000","67,347,013",51483846.9856718,86682082.80585125,"51,483,846","86,682,082"
tt1742334,Sabotage,2014,109,5.7,67344,35000000,22126842,"35,000,000","22,126,842",45048366.112462826,28479373.695103407,"45,048,366","28,479,373"
tt1742650,I Don't Know How She Does It,2011,89,5.0,21449,24000000,31410151,"24,000,000","31,410,151",32510360.586647935,42548138.962127514,"32,510,360","42,548,138"
tt1745960,Top Gun: Maverick,2022,130,8.2,762373,170000000,1488732821,"170,000,000","1,488,732,821",176997966.8893407,1550015779.755487,"176,997,966","1,550,015,779"
tt1748122,Moonrise Kingdom,2012,94,7.8,373254,16000000,68263166,"16,000,000","68,263,166",21234143.74940112,90594367.47707693,"21,234,143","90,594,367"
tt17505010,Horizon: An American Saga - Chapter 1,2024,181,6.7,38907,50000000,38235702,"50,000,000","38,235,702",,,,
tt17526714,The Substance,2024,141,7.3,278074,17500000,76506196,"17,500,000","76,506,196",,,,
tt17527468,Bottoms,2023,91,6.7,51585,11300000,12976079,"11,300,000","12,976,079",11300000.0,12976079.0,"11,300,000","12,976,079"
tt1754656,The Little Prince,2015,108,7.6,68668,64000000,97571250,"64,000,000","97,571,250",82276494.93496247,125434694.63160871,"82,276,494","125,434,694"
tt1756851,Twixt,2011,88,4.8,12292,7000000,647839,"7,000,000","647,839",9482188.504438981,877561.6455038921,"9,482,188","877,561"
tt1758692,Like Crazy,2011,86,6.6,63920,250000,3542353,"250,000","3,542,353",338649.58944424934,4798465.55646642,"338,649","4,798,465"
tt1758795,The To Do List,2013,104,5.8,42905,1500000,3566225,"1,500,000","3,566,225",1961962.9373661233,4664534.184205669,"1,961,962","4,664,534"
tt1758810,The Snowman,2017,119,5.2,74946,35000000,43203413,"35,000,000","43,203,413",43507547.32375979,53704986.73272683,"43,507,547","53,704,986"
tt1758830,This Is 40,2012,134,6.2,154635,35000000,88200000,"35,000,000","88,200,000",46449689.45181494,117053217.41857366,"46,449,689","117,053,217"
tt1762399,Walking with Dinosaurs 3D,2013,87,5.2,12125,80000000,126500000,"80,000,000","126,500,000",104638023.32619324,165458874.38454306,"104,638,023","165,458,874"
tt1764183,Arbitrage,2012,107,6.6,56176,12000000,35500000,"12,000,000","35,500,000",15925607.812050838,47113256.443983726,"15,925,607","47,113,256"
tt1764234,Killing Them Softly,2012,97,6.2,156397,15000000,37930465,"15,000,000","37,930,465",19907009.765063547,50338809.14322674,"19,907,009","50,338,809"
tt17663992,Scream VI,2023,122,6.4,135718,35000000,168961389,"35,000,000","168,961,389",35000000.0,168961389.0,"35,000,000","168,961,389"
tt1767354,Odd Thomas,2013,97,6.8,59218,27000000,1149267,"27,000,000","1,149,267",35315332.87259022,1503212.8394253019,"35,315,332","1,503,212"
tt1770734,Shadow Dancer,2012,101,6.2,13186,6300000,1777709,"6,300,000","1,777,709",8360944.10132669,2359258.028162757,"8,360,944","2,359,258"
tt1772240,Apollo 18,2011,86,5.2,59040,5000000,25562924,"5,000,000","25,562,924",6772991.788884987,34627494.87037819,"6,772,991","34,627,494"
tt1772341,Wreck-It Ralph,2012,101,7.7,476596,165000000,471222889,"165,000,000","471,222,889",218977107.41569903,625375910.1896304,"218,977,107","625,375,910"
tt1778304,Paranormal Activity 3,2011,83,5.8,101815,5000000,207039844,"5,000,000","207,039,844",6772991.788884987,280455832.67680573,"6,772,991","280,455,832"
tt1780967,Seberg,2019,102,6.0,10789,8000000,592565,"8,000,000","592,565",9534712.524984647,706242.1159209409,"9,534,712","706,242"
tt1781769,Anna Karenina,2012,129,6.6,109287,40600000,68929150,"40,600,000","68,929,150",53881639.764105335,91478217.476502,"53,881,639","91,478,217"
tt1781827,Hands of Stone,2016,111,6.6,18088,20000000,5000000,"20,000,000","5,000,000",25391092.759794507,6347773.189948627,"25,391,092","6,347,773"
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129,6.5,362759,230000000,795922298,"230,000,000","795,922,298",285906739.5561358,989389344.1791612,"285,906,739","989,389,344"
tt1790864,The Maze Runner,2014,113,6.8,531953,34000000,348319861,"34,000,000","348,319,861",43761269.93782104,448321160.6448618,"43,761,269","448,321,160"
tt1790885,Zero Dark Thirty,2012,157,7.4,328970,40000000,132800000,"40,000,000","132,800,000",53085359.37350279,176243393.12002927,"53,085,359","176,243,393"
tt1790886,The Campaign,2012,85,6.1,138928,95000000,104907746,"95,000,000","104,907,746",126077728.51206914,139226634.93685377,"126,077,728","139,226,634"
tt1791528,Inherent Vice,2014,148,6.6,113761,20000000,14710975,"20,000,000","14,710,975",25741923.4928359,18934439.64775108,"25,741,923","18,934,439"
tt1798603,Bad Santa 2,2016,92,5.6,29964,26000000,24100000,"26,000,000","24,100,000",33008420.58773286,30596266.77555238,"33,008,420","30,596,266"
tt1798684,Southpaw,2015,124,7.3,267380,30000000,91709827,"30,000,000","91,709,827",38567107.00076366,117899423.69768414,"38,567,107","117,899,423"
tt1798709,Her,2013,126,8.0,697674,23000000,47351251,"23,000,000","47,351,251",30083431.70628056,61934266.33328039,"30,083,431","61,934,266"
tt1800241,American Hustle,2013,138,7.2,508549,40000000,251171807,"40,000,000","251,171,807",52319011.66309662,328526517.4968513,"52,319,011","328,526,517"
tt1800302,Gold,2016,120,6.7,71448,20000000,14880939,"20,000,000","14,880,939",25391092.759794507,18892165.125092182,"25,391,092","18,892,165"
tt1801552,Gotti,2018,112,4.8,17737,10000000,4343227,"10,000,000","4,343,227",12134349.102175567,5270223.264799468,"12,134,349","5,270,223"
tt18079362,80 for Brady,2023,98,5.9,13136,28000000,29637811,"28,000,000","29,637,811",28000000.0,29637811.0,"28,000,000","29,637,811"
tt1809398,Unbroken,2014,137,7.2,189957,65000000,163400000,"65,000,000","163,400,000",83661251.35171668,210311514.93646932,"83,661,251","210,311,514"
tt1815862,After Earth,2013,100,4.8,212766,130000000,243843127,"130,000,000","243,843,127",170036787.90506402,318940785.1369738,"170,036,787","318,940,785"
tt1817273,The Place Beyond the Pines,2012,140,7.3,297669,15000000,47135966,"15,000,000","47,135,966",19907009.765063547,62555742.36318023,"19,907,009","62,555,742"
tt1821549,Nebraska,2013,115,7.7,125908,12000000,27700000,"12,000,000","27,700,000",15695703.498928986,36230915.576694414,"15,695,703","36,230,915"
tt1821658,The Nut Job,2014,85,5.7,31126,42000000,122500000,"42,000,000","122,500,000",54058039.334955394,157669281.3936199,"54,058,039","157,669,281"
tt1821694,RED 2,2013,116,6.6,184649,84000000,148075565,"84,000,000","148,075,565",109869924.49250291,193679180.30636555,"109,869,924","193,679,180"
tt1823672,Chappie,2015,120,6.8,276630,49000000,104399548,"49,000,000","104,399,548",62992941.43458065,134212951.28491205,"62,992,941","134,212,951"
tt1825683,Black Panther,2018,134,7.3,867591,200000000,1349926083,"200,000,000","1,349,926,083",242686982.04351133,1638047435.3254428,"242,686,982","1,638,047,435"
tt18259086,Sonic the Hedgehog 3,2024,110,6.9,51891,122000000,486018457,"122,000,000","486,018,457",,,,
tt1826590,About Last Night,2014,100,6.0,25499,12500000,49002684,"12,500,000","49,002,684",16088702.18302244,63071167.123580694,"16,088,702","63,071,167"
tt18272208,Here,2024,104,6.3,17797,40000000,15397270,"40,000,000","15,397,270",,,,
tt1829012,Passion,2012,102,5.3,24773,20000000,713616,"20,000,000","713,616",26542679.686751395,947064.0453670393,"26,542,679","947,064"
tt1833116,The Informer,2019,113,6.6,44201,60000000,2927708,"60,000,000","2,927,708",71510343.93738486,3489356.767137219,"71,510,343","3,489,356"
tt1837636,Queen of the Desert,2015,128,5.7,12936,15000000,1592853,"15,000,000","1,592,853",19283553.50038183,2047724.4029162466,"19,283,553","2,047,724"
tt1837703,The Fifth Estate,2013,128,6.2,43360,28000000,8555008,"28,000,000","8,555,008",36623308.164167635,11189739.083247123,"36,623,308","11,189,739"
tt1839492,Ruby Sparks,2012,104,7.2,106877,8000000,9368803,"8,000,000","9,368,803",10617071.87470056,12433656.853863776,"10,617,071","12,433,656"
tt1840309,Divergent,2014,139,6.6,502979,85000000,288885818,"85,000,000","288,885,818",109403174.84455259,371823831.2560658,"109,403,174","371,823,831"
tt18412256,Alien: Romulus,2024,119,7.1,236877,80000000,350865342,"80,000,000","350,865,342",,,,
tt1841642,Demonic,2015,83,5.3,17030,3000000,3387000,"3,000,000","3,387,000",3856710.700076366,4354226.3803862175,"3,856,710","4,354,226"
tt1843866,Captain America: The Winter Soldier,2014,136,7.7,928252,170000000,714766572,"170,000,000","714,766,572",218806349.68910518,919973320.5830293,"218,806,349","919,973,320"
tt1850457,Sisters,2015,118,6.0,71301,30000000,105000000,"30,000,000","105,000,000",38567107.00076366,134984874.50267282,"38,567,107","134,984,874"
tt1853728,Django Unchained,2012,165,8.5,1774566,100000000,425368238,"100,000,000","425,368,238",132713398.43375698,564520644.5075917,"132,713,398","564,520,644"
tt1853739,You're Next,2011,95,6.6,114675,1000000,14347000,"1,000,000","14,347,000",1354598.3577769974,19434422.639026582,"1,354,598","19,434,422"
tt1854564,Percy Jackson: Sea of Monsters,2013,106,5.7,129979,90000000,199850315,"90,000,000","199,850,315",117717776.24196741,261399274.03396335,"117,717,776","261,399,274"
tt1855199,End of Watch,2012,109,7.6,279169,7000000,55078146,"7,000,000","55,078,146",9289937.89036299,73096079.35090639,"9,289,937","73,096,079"
tt1855325,Resident Evil: Retribution,2012,95,5.3,154135,65000000,240159255,"65,000,000","240,159,255",86263708.98194204,318723508.9636924,"86,263,708","318,723,508"
tt18559464,My Old Ass,2024,89,6.9,37322,3000000,5705895,"3,000,000","5,705,895",,,,
tt1856080,The Boys in the Boat,2023,123,7.0,27044,40000000,54401583,"40,000,000","54,401,583",40000000.0,54401583.0,"40,000,000","54,401,583"
tt1856101,Blade Runner 2049,2017,164,8.0,707049,150000000,259239658,"150,000,000","259,239,658",186460917.10182768,322253762.5322944,"186,460,917","322,253,762"
tt1859650,To Rome with Love,2012,112,6.3,91968,17000000,73200000,"17,000,000","73,200,000",22561277.733738687,97146207.65351011,"22,561,277","97,146,207"
tt1860213,Dirty Grandpa,2016,102,5.9,137404,11500000,94100000,"11,500,000","94,100,000",14599878.33688184,119465091.43483315,"14,599,878","119,465,091"
tt1860353,Turbo,2013,96,6.4,117108,135000000,282570682,"135,000,000","282,570,682",176576664.3629511,369595470.1801792,"176,576,664","369,595,470"
tt1860357,Deepwater Horizon,2016,107,7.1,190239,110000000,121790376,"110,000,000","121,790,376",139651010.17886978,154619536.71331254,"139,651,010","154,619,536"
tt1869716,The East,2013,116,6.8,53196,6500000,2401510,"6,500,000","2,401,510",8501839.395253202,3141115.742476079,"8,501,839","3,141,115"
tt1872181,The Amazing Spider-Man 2,2014,142,6.6,559523,200000000,708962323,"200,000,000","708,962,323",257419234.92835903,912502693.8984607,"257,419,234","912,502,693"
tt1872194,The Judge,2014,141,7.4,212704,40000000,84419388,"40,000,000","84,419,388",51483846.9856718,108655871.36040147,"51,483,846","108,655,871"
tt1877830,The Batman,2022,176,7.8,861806,185000000,772319315,"185,000,000","772,319,315",192615434.55604723,804111462.0256959,"192,615,434","804,111,462"
tt1877832,X-Men: Days of Future Past,2014,132,7.9,766802,250000000,747862775,"250,000,000","747,862,775",321774043.6604488,962571316.8594975,"321,774,043","962,571,316"
tt1878841,The Darkness,2016,92,4.5,17422,4000000,10900000,"4,000,000","10,900,000",5078218.551958901,13838145.554088006,"5,078,218","13,838,145"
tt1878870,The Edge of Seventeen,2016,104,7.3,145461,9000000,18803648,"9,000,000","18,803,648",11425991.741907528,23872258.529526222,"11,425,991","23,872,258"
tt18925334,Pearl,2022,103,7.0,136805,1000000,10139416,"1,000,000","10,139,416",1041164.5111137689,10556800.102619126,"1,041,164","10,556,800"
tt1895587,Spotlight,2015,129,8.1,516183,20000000,98690254,"20,000,000","98,690,254",25711404.667175774,126873252.86501811,"25,711,404","126,873,252"
tt1896747,Fly Me to the Moon,2024,132,6.6,47914,100000000,42247783,"100,000,000","42,247,783",,,,
tt1905041,Fast & Furious 6,2013,130,7.0,426873,160000000,788700000,"160,000,000","788,700,000",209276046.6523865,1031600112.4671077,"209,276,046","1,031,600,112"
tt1907668,Flight,2012,138,7.3,385543,31000000,161772575,"31,000,000","161,772,575",41141153.51446466,214693882.01629835,"41,141,153","214,693,882"
tt1911658,Penguins of Madagascar,2014,92,6.6,108025,132000000,373515621,"132,000,000","373,515,621",169896695.05271697,480750526.95805454,"169,896,695","480,750,526"
tt1921064,Pompeii,2014,105,5.5,119569,100000000,117831631,"100,000,000","117,831,631",128709617.46417952,151660641.51190355,"128,709,617","151,660,641"
tt1922612,Glee: The 3D Concert Movie,2011,84,5.6,6114,9000000,18700000,"9,000,000","18,700,000",12191385.219992977,25330989.29042985,"12,191,385","25,330,989"
tt1922777,Sinister,2012,110,6.8,296949,3000000,82515113,"3,000,000","82,515,113",3981401.9530127095,109508610.6837548,"3,981,401","109,508,610"
tt1924245,Cry Macho,2021,104,5.7,35091,33000000,16510734,"33,000,000","16,510,734",37108041.480606705,18566090.974159498,"37,108,041","18,566,090"
tt1924429,Trance,2013,101,6.9,119213,20000000,24300000,"20,000,000","24,300,000",26159505.83154831,31783799.585331198,"26,159,505","31,783,799"
tt1924435,Let's Be Cops,2014,104,6.4,141826,17000000,136600000,"17,000,000","136,600,000",21880634.96891052,175817337.4560692,"21,880,634","175,817,337"
tt1931435,The Big Wedding,2013,89,5.6,52769,35000000,21800000,"35,000,000","21,800,000",45779135.205209546,28513861.35638766,"45,779,135","28,513,861"
tt1931533,Seven Psychopaths,2012,110,7.1,280171,15000000,33035736,"15,000,000","33,035,736",19907009.765063547,43842847.9432041,"19,907,009","43,842,847"
tt1935179,Mud,2012,130,7.4,193811,10000000,32613173,"10,000,000","32,613,173",13271339.843375698,43282050.22538045,"13,271,339","43,282,050"
tt1935194,Overdrive,2017,93,5.4,17166,28210303,11247280,"28,210,303","11,247,280",35067459.794002935,13981187.62467363,"35,067,459","13,981,187"
tt19356262,Drive-Away Dolls,2024,84,5.4,22830,8000000,7935363,"8,000,000","7,935,363",,,,
tt1935859,Miss Peregrine's Home for Peculiar Children,2016,127,6.7,199616,110000000,296482446,"110,000,000","296,482,446",139651010.17886978,376400664.40183824,"139,651,010","376,400,664"
tt1935897,Amityville: The Awakening,2017,87,4.8,16070,12000000,8481997,"12,000,000","8,481,997",14916873.368146215,10543739.596499674,"14,916,873","10,543,739"
tt1939659,Carrie,2013,100,5.8,151805,30000000,84790678,"30,000,000","84,790,678",39239258.74732247,110904111.78009677,"39,239,258","110,904,111"
tt1946502,UglyDolls,2019,87,5.1,8189,45000000,32500000,"45,000,000","32,500,000",53632757.95303864,38734769.63275013,"53,632,757","38,734,769"
tt1950186,Ford v Ferrari,2019,152,8.1,515509,97600000,225508210,"97,600,000","225,508,210",116323492.8048127,268769494.2967335,"116,323,492","268,769,494"
tt1951181,The Immigrant,2013,120,6.6,34466,16000000,5867686,"16,000,000","5,867,686",20927604.66523865,7674788.306734719,"20,927,604","7,674,788"
tt1951261,The Hangover Part III,2013,100,5.8,346662,103000000,362000072,"103,000,000","362,000,072",134721455.0324738,473487149.7252455,"134,721,455","473,487,149"
tt1951264,The Hunger Games: Catching Fire,2013,146,7.5,743165,130000000,865011746,"130,000,000","865,011,746",170036787.90506402,1131413990.6922393,"170,036,787","1,131,413,990"
tt1951265,The Hunger Games: Mockingjay - Part 1,2014,123,6.6,520744,125000000,755356711,"125,000,000","755,356,711",160887021.8302244,972216733.218108,"160,887,021","972,216,733"
tt1951266,The Hunger Games: Mockingjay - Part 2,2015,137,6.6,390399,160000000,653428261,"160,000,000","653,428,261",205691237.3374062,840027921.9769974,"205,691,237","840,027,921"
tt1956620,Sex Tape,2014,94,5.1,120448,40000000,126069509,"40,000,000","126,069,509",51483846.9856718,162263582.77286938,"51,483,846","162,263,582"
tt1959490,Noah,2014,138,5.8,270927,125000000,362600000,"125,000,000","362,600,000",160887021.8302244,466701072.9251149,"160,887,021","466,701,072"
tt1959563,The Hitman's Bodyguard,2017,118,6.9,254533,30000000,176586701,"30,000,000","176,586,701",37292183.420365535,219510121.44297487,"37,292,183","219,510,121"
tt1961175,American Assassin,2017,111,6.2,95775,33000000,67200000,"33,000,000","67,200,000",41021401.76240209,83534490.8616188,"41,021,401","83,534,490"
tt19637052,Love Lies Bleeding,2024,104,6.6,55531,10000000,12778225,"10,000,000","12,778,225",,,,
tt1964418,Tomorrowland,2015,130,6.4,195147,190000000,209200000,"190,000,000","209,200,000",244258344.33816984,268941292.8186586,"244,258,344","268,941,292"
tt1967545,Labor Day,2013,111,6.9,54059,18000000,20275812,"18,000,000","20,275,812",23543555.24839348,26520261.112668864,"23,543,555","26,520,261"
tt1971325,Automata,2014,109,6.0,60427,7000000,6237990,"7,000,000","6,237,990",9009673.222492566,8028893.066453772,"9,009,673","8,028,893"
tt1971352,Compliance,2012,90,6.4,39185,270000,592116,"270,000","592,116",358326.17577114387,785817.2662700246,"358,326","785,817"
tt1972571,A Most Wanted Man,2014,122,6.7,82237,15000000,31554855,"15,000,000","31,554,855",19306442.619626928,40614133.16187652,"19,306,442","40,614,133"
tt1972591,King Arthur: Legend of the Sword,2017,126,6.7,239426,175000000,148700000,"175,000,000","148,700,000",217537736.61879894,184844922.48694515,"217,537,736","184,844,922"
tt1972779,The Best of Me,2014,118,6.7,79182,26000000,35926213,"26,000,000","35,926,213",33464500.540686674,46240491.32166633,"33,464,500","46,240,491"
tt1976009,Victor Frankenstein,2015,110,6.0,61871,40000000,34200000,"40,000,000","34,200,000",51422809.33435155,43966501.980870575,"51,422,809","43,966,501"
tt1979320,Rush,2013,123,8.1,530882,38000000,90200000,"38,000,000","90,200,000",49703061.079941794,117979371.30028288,"49,703,061","117,979,371"
tt1979376,Toy Story 4,2019,100,7.6,294945,175000000,1073841394,"175,000,000","1,073,841,394",208571836.48403916,1279846123.6523466,"208,571,836","1,279,846,123"
tt1979388,The Good Dinosaur,2015,93,6.7,132955,175000000,332207671,"175,000,000","332,207,671",224974790.83778802,427076293.13104963,"224,974,790","427,076,293"
tt1980209,Pain & Gain,2013,129,6.4,235283,25000000,87305549,"25,000,000","87,305,549",32699382.28943539,114193500.90960135,"32,699,382","114,193,500"
tt1980929,Begin Again,2013,104,7.4,171151,8000000,63500000,"8,000,000","63,500,000",10463802.332619324,83056431.0151659,"10,463,802","83,056,431"
tt1981115,Thor: The Dark World,2013,112,6.7,747606,170000000,644783140,"170,000,000","644,783,140",222355799.56816065,843360415.5457016,"222,355,799","843,360,415"
tt1981128,Geostorm,2017,111,5.3,125080,120000000,221600160,"120,000,000","221,600,160",149168733.68146214,275465127.0900783,"149,168,733","275,465,127"
tt1981677,Pitch Perfect,2012,112,7.1,339130,17000000,115647426,"17,000,000","115,647,426",22561277.733738687,153479629.2457643,"22,561,277","153,479,629"
tt1985019,Austenland,2013,97,6.3,24470,4900000,2159041,"4,900,000","2,159,041",6409078.928729337,2823972.2815025947,"6,409,078","2,823,972"
tt1985949,The Angry Birds Movie,2016,97,6.3,109783,73000000,349779543,"73,000,000","349,779,543",92677488.57324995,444064241.08957654,"92,677,488","444,064,241"
tt1985966,Cloudy with a Chance of Meatballs 2,2013,95,6.3,119478,78000000,248384621,"78,000,000","248,384,621",102022072.74303842,324880947.07582086,"102,022,072","324,880,947"
tt19890316,What Happens Later,2023,103,4.8,4461,3000000,3370345,"3,000,000","3,370,345",3000000.0,3370345.0,"3,000,000","3,370,345"
tt1990314,Robot & Frank,2012,89,7.0,66433,2500000,3325038,"2,500,000","3,325,038",3317834.9608439244,4412770.929013824,"3,317,834","4,412,770"
tt1991245,Chernobyl Diaries,2012,86,5.0,69515,1000000,38390020,"1,000,000","38,390,020",1327133.98433757,50948700.20139899,"1,327,133","50,948,700"
tt1996264,"For a Good Time, Call...",2012,85,6.0,17463,850000,1243961,"850,000","1,243,961",1128063.8866869344,1650902.9182905476,"1,128,063","1,650,902"
tt1999890,Hell Fest,2018,89,5.5,20509,5500000,18160930,"5,500,000","18,160,930",6673892.006196561,22037106.46401733,"6,673,892","22,037,106"
tt2002718,Machete Kills,2013,107,5.6,83853,12000000,15000000,"12,000,000","15,000,000",15695703.498928986,19619629.373661235,"15,695,703","19,619,629"
tt2005151,War Dogs,2016,114,7.1,274653,50000000,86234523,"50,000,000","86,234,523",63477731.899486266,109479438.62948164,"63,477,731","109,479,438"
tt2005374,The Frozen Ground,2013,105,6.4,70375,27220000,5496951,"27,220,000","5,496,951",35603087.436737254,7189876.087011767,"35,603,087","7,189,876"
tt2006295,The 33,2015,127,6.9,40581,25000000,24900000,"25,000,000","24,900,000",32139255.833969716,32010698.81063384,"32,139,255","32,010,698"
tt2015381,Guardians of the Galaxy,2014,121,8.0,1309820,170000000,772776600,"170,000,000","772,776,600",218806349.68910518,994637805.7126927,"218,806,349","994,637,805"
tt2016940,Man of Tai Chi,2013,105,6.0,41629,25000000,2054941,"25,000,000","2,054,941",32699382.28943539,2687812.053649386,"32,699,382","2,687,812"
tt2017038,All Is Lost,2013,106,6.9,85233,9000000,6108720,"9,000,000","6,108,720",11771777.62419674,7990054.823164791,"11,771,777","7,990,054"
tt20215234,Conclave,2024,120,7.4,130241,20000000,104779967,"20,000,000","104,779,967",,,,
tt20215968,Hit Man,2023,115,6.8,112555,8800000,5101673,"8,800,000","5,101,673",8800000.0,5101673.0,"8,800,000","5,101,673"
tt2023453,Diary of a Wimpy Kid: Dog Days,2012,94,6.3,31525,22000000,76196538,"22,000,000","76,196,538",29196947.655426536,101123015.06866904,"29,196,947","101,123,015"
tt20234774,Wicked Little Letters,2023,100,7.0,36477,12600000,27219729,"12,600,000","27,219,729",12600000.0,27219729.0,"12,600,000","27,219,729"
tt2023587,Mama,2013,100,6.2,195404,15000000,146428180,"15,000,000","146,428,180",19619629.373661235,191524441.4306503,"19,619,629","191,524,441"
tt2024432,Identity Thief,2013,111,5.7,143969,35000000,173965010,"35,000,000","173,965,010",45779135.205209546,227541934.67901802,"45,779,135","227,541,934"
tt2024469,Non-Stop,2014,106,6.9,281546,50000000,222809600,"50,000,000","222,809,600",64354808.73208976,286777383.8334685,"64,354,808","286,777,383"
tt2024544,12 Years a Slave,2013,134,8.1,761054,20000000,187000000,"20,000,000","187,000,000",26159505.83154831,244591379.52497673,"26,159,505","244,591,379"
tt2025690,The Finest Hours,2016,117,6.7,72491,80000000,52099090,"80,000,000","52,099,090",101564371.03917803,66142641.34454412,"101,564,371","66,142,641"
tt2034139,The Last Exorcism Part II,2013,88,4.0,17321,5000000,15200000,"5,000,000","15,200,000",6539876.457887078,19881224.431976717,"6,539,876","19,881,224"
tt2039338,Flatliners,2017,109,5.2,52358,19000000,45158254,"19,000,000","45,158,254",23618382.832898173,56134996.370381854,"23,618,382","56,134,996"
tt2041488,Thunderstruck,2012,94,5.1,6082,587211,587211,"587,211","587,211",779307.6740768488,779307.6740768488,"779,307","779,307"
tt2042568,Inside Llewyn Davis,2013,104,7.4,167356,11000000,32935319,"11,000,000","32,935,319",14387728.207351571,43078583.4722202,"14,387,728","43,078,583"
tt2049403,Beetlejuice Beetlejuice,2024,105,6.7,142872,100000000,451100435,"100,000,000","451,100,435",,,,
tt2053463,Side Effects,2013,106,7.1,200510,30000000,63414135,"30,000,000","63,414,135",39239258.74732247,82944121.7167546,"39,239,258","82,944,121"
tt2058673,Point Break,2015,114,5.3,67568,105000000,133782481,"105,000,000","133,782,481",134984874.50267282,171986775.3184877,"134,984,874","171,986,775"
tt2066051,Rocketman,2019,121,7.3,202654,40000000,167300000,"40,000,000","167,300,000",47673562.62492324,199394675.67874143,"47,673,562","199,394,675"
tt2076822,Chaos Walking,2021,109,5.7,59290,125000000,26508132,"125,000,000","26,508,132",140560763.1841163,29808026.11604236,"140,560,763","29,808,026"
tt20768712,Book Club: The Next Chapter,2023,107,5.6,8439,20000000,27849137,"20,000,000","27,849,137",20000000.0,27849137.0,"20,000,000","27,849,137"
tt2080374,Steve Jobs,2015,122,7.2,182850,30000000,34400000,"30,000,000","34,400,000",38567107.00076366,44223616.02754233,"38,567,107","44,223,616"
tt2083355,The Best Man Holiday,2013,123,6.6,17393,17000000,71625195,"17,000,000","71,625,195",22235579.956816066,93683985.31441425,"22,235,579","93,683,985"
tt2083383,Trouble with the Curve,2012,111,6.8,70233,60000000,49000000,"60,000,000","49,000,000",79628039.06025419,65029565.23254092,"79,628,039","65,029,565"
tt2084970,The Imitation Game,2014,114,8.0,849081,14000000,233555708,"14,000,000","233,555,708",18019346.444985133,300608658.3325561,"18,019,346","300,608,658"
tt2088003,Big Game,2014,110,5.4,36390,8500000,7500000,"8,500,000","7,500,000",10940317.48445526,9653221.309813464,"10,940,317","9,653,221"
tt2091256,Captain Underpants: The First Epic Movie,2017,89,6.2,34257,38000000,125427681,"38,000,000","125,427,681",47236765.66579635,155915736.1947699,"47,236,765","155,915,736"
