from_tconst,from_title,from_year,from_runtimeMinutes,from_averageRating,from_numVotes,from_budget,from_revenue,from_budget_formatted,from_revenue_formatted,budget_2023,revenue_2023,budget_2023_formatted,revenue_2023_formatted
tt0104670,Ladybugs,1992,90,5.5,10890,20000000,14796494,"20,000,000","14,796,494",43435780.470420524,32134863.255794723,"43,435,780","32,134,863"
tt0104691,The Last of the Mohicans,1992,112,7.6,195820,40000000,75505856,"40,000,000","75,505,856",86871560.94084105,163982789.27235922,"86,871,560","163,982,789"
tt0104692,The Lawnmower Man,1992,108,5.4,40536,10000000,32100816,"10,000,000","32,100,816",21717890.235210262,69716199.83486813,"21,717,890","69,716,199"
tt0104694,A League of Their Own,1992,128,7.4,125030,40000000,132440069,"40,000,000","132,440,069",86871560.94084105,287631888.12856734,"86,871,560","287,631,888"
tt0104695,Leap of Faith,1992,108,6.1,15246,20000000,23400000,"20,000,000","23,400,000",43435780.470420524,50819863.15039201,"43,435,780","50,819,863"
tt0104779,Bitter Moon,1992,139,7.2,44330,5000000,1862805,"5,000,000","1,862,805",10858945.117605131,4045619.4519600854,"10,858,945","4,045,619"
tt0104797,Malcolm X,1992,202,7.7,105821,34000000,48169908,"34,000,000","48,169,908",73840826.7997149,104614877.45841767,"73,840,826","104,614,877"
tt0104850,Memoirs of an Invisible Man,1992,99,6.0,27922,40000000,14358033,"40,000,000","14,358,033",86871560.94084105,31182618.468752675,"86,871,560","31,182,618"
tt0104868,The Mighty Ducks,1992,104,6.6,73884,10000000,50752337,"10,000,000","50,752,337",21717890.235210262,110223368.41464004,"21,717,890","110,223,368"
tt0104940,The Muppet Christmas Carol,1992,85,7.8,76168,12000000,27300000,"12,000,000","27,300,000",26061468.282252315,59289840.342124015,"26,061,468","59,289,840"
tt0104952,My Cousin Vinny,1992,120,7.6,148397,11000000,64088552,"11,000,000","64,088,552",23889679.258731287,139186813.7669565,"23,889,679","139,186,813"
tt0105104,Passenger 57,1992,84,5.9,52002,15000000,44065653,"15,000,000","44,065,653",32576835.352815393,95701301.49968638,"32,576,835","95,701,301"
tt0105112,Patriot Games,1992,117,6.8,124077,45000000,178051587,"45,000,000","178,051,587",97730506.05844618,386690482.267099,"97,730,506","386,690,482"
tt0105121,The People Under the Stairs,1991,102,6.4,41676,6000000,31400000,"6,000,000","31,400,000",13422995.594713658,70247010.27900147,"13,422,995","70,247,010"
tt0105151,The Player,1992,124,7.5,68291,8000000,21706101,"8,000,000","21,706,101",17374312.18816821,47141071.89523877,"17,374,312","47,141,071"
tt0105156,Poison Ivy,1992,93,5.4,20794,3000000,1829804,"3,000,000","1,829,804",6515367.070563079,3973948.242394868,"6,515,367","3,973,948"
tt0105159,The Power of One,1992,127,7.1,10970,18000000,2827107,"18,000,000","2,827,107",39092202.423378475,6139879.950919458,"39,092,202","6,139,879"
tt0105217,Raising Cain,1992,92,6.1,18074,12000000,37170057,"12,000,000","37,170,057",26061468.282252315,80725521.79625088,"26,061,468","80,725,521"
tt0105219,Rapid Fire,1992,95,6.3,10727,10000000,14356479,"10,000,000","14,356,479",21717890.235210262,31179243.508610122,"21,717,890","31,179,243"
tt0105226,Red Rock West,1993,98,7.0,26621,8000000,2500000,"8,000,000","2,500,000",16869314.878892735,5271660.89965398,"16,869,314","5,271,660"
tt0105236,Reservoir Dogs,1992,99,8.3,1125708,1200000,2859750,"1,200,000","2,859,750",2606146.8282252313,6210773.660014255,"2,606,146","6,210,773"
tt0105265,A River Runs Through It,1992,123,7.2,67467,12000000,43440294,"12,000,000","43,440,294",26061468.282252315,94343153.6877263,"26,061,468","94,343,153"
tt0105323,Scent of a Woman,1992,156,8.0,347445,31000000,134100000,"31,000,000","134,100,000",67325459.72915182,291236908.0541696,"67,325,459","291,236,908"
tt0105414,Single White Female,1992,107,6.4,43693,16000000,48017402,"16,000,000","48,017,402",34748624.37633642,104283666.60159658,"34,748,624","104,283,666"
tt0105417,Sister Act,1992,100,6.5,112852,31000000,231605150,"31,000,000","231,605,150",67325459.72915182,502997522.5609408,"67,325,459","502,997,522"
tt0105435,Sneakers,1992,126,7.1,64330,23000000,105232691,"23,000,000","105,232,691",49951147.5409836,228543203.2293799,"49,951,147","228,543,203"
tt0105459,Split Second,1992,90,6.0,17465,7000000,5430822,"7,000,000","5,430,822",15202523.164647182,11794599.608296506,"15,202,523","11,794,599"
tt0105466,Stay Tuned,1992,88,6.3,14753,25000000,10736401,"25,000,000","10,736,401",54294725.58802565,23317197.843920168,"54,294,725","23,317,197"
tt0105488,Strictly Ballroom,1992,94,7.2,30131,3000000,33946224,"3,000,000","33,946,224",6515367.070563079,73724036.67318602,"6,515,367","73,724,036"
tt0105616,Tom and Jerry: The Movie,1992,84,5.4,12624,3500000,3600000,"3,500,000","3,600,000",7601261.582323591,7818440.484675694,"7,601,261","7,818,440"
tt0105665,Twin Peaks: Fire Walk with Me,1992,134,7.3,111494,10000000,4248389,"10,000,000","4,248,389",21717890.235210262,9226604.59784747,"21,717,890","9,226,604"
tt0105690,Under Siege,1992,103,6.5,98482,35000000,156563139,"35,000,000","156,563,139",76012615.82323591,340022106.7681967,"76,012,615","340,022,106"
tt0105695,Unforgiven,1992,130,8.2,451478,14400000,159157447,"14,400,000","159,157,447",31273761.938702777,345656396.4062295,"31,273,761","345,656,396"
tt0105698,Universal Soldier,1992,102,6.1,98735,23000000,94999898,"23,000,000","94,999,898",49951147.5409836,206319735.7120171,"49,951,147","206,319,735"
tt0105699,Unlawful Entry,1992,111,6.4,20361,23000000,57138719,"23,000,000","57,138,719",49951147.5409836,124093242.7422523,"49,951,147","124,093,242"
tt0105793,Wayne's World,1992,94,7.0,176566,20000000,183097323,"20,000,000","183,097,323",43435780.470420524,397648756.32748395,"43,435,780","397,648,756"
tt0105811,Whispers in the Dark,1992,103,5.6,2494,30000000,11124122,"30,000,000","11,124,122",65153670.70563079,24159246.055908766,"65,153,670","24,159,246"
tt0105812,White Men Can't Jump,1992,115,6.8,101543,31000000,90753806,"31,000,000","90,753,806",67325459.72915182,197098119.71355665,"67,325,459","197,098,119"
tt0105813,White Sands,1992,101,6.0,9239,22000000,9011574,"22,000,000","9,011,574",47779358.517462574,19571237.497847468,"47,779,358","19,571,237"
tt0105824,Wind,1992,126,6.4,3192,29000000,5519569,"29,000,000","5,519,569",62981881.68210976,11987339.368766926,"62,981,881","11,987,339"
tt0106220,Addams Family Values,1993,94,6.8,116243,47000000,48919043,"47,000,000","48,919,043",99107224.91349481,103153842.49263668,"99,107,224","103,153,842"
tt0106226,The Age of Innocence,1993,139,7.2,70584,34000000,32255440,"34,000,000","32,255,440",71694588.23529412,68015896.73965397,"71,694,588","68,015,896"
tt0106246,Alive,1993,128,7.1,66755,32000000,36700000,"32,000,000","36,700,000",67477259.51557094,77387982.00692041,"67,477,259","77,387,982"
tt0106308,Army of Darkness,1992,81,7.4,201185,11000000,21502976,"11,000,000","21,502,976",23889679.258731287,46699927.249836065,"23,889,679","46,699,927"
tt0106364,Batman: Mask of the Phantasm,1993,76,7.8,59982,6000000,5617391,"6,000,000","5,617,391",12651986.159169551,11845192.197107265,"12,651,986","11,845,192"
tt0106453,Body of Evidence,1993,99,4.6,16953,30000000,38000000,"30,000,000","38,000,000",63259930.79584775,80129245.67474048,"63,259,930","80,129,245"
tt0106469,"Blood In, Blood Out",1993,180,7.9,35857,35000000,4500000,"35,000,000","4,500,000",73803252.59515572,9488989.619377162,"73,803,252","9,488,989"
tt0106489,A Bronx Tale,1993,121,7.8,170667,22000000,17287898,"22,000,000","17,287,898",46390615.91695502,36454374.36952249,"46,390,615","36,454,374"
tt0106500,CB4,1993,89,6.2,10788,6000000,17953778,"6,000,000","17,953,778",12651986.159169551,37858491.79346713,"12,651,986","37,858,491"
tt0106519,Carlito's Way,1993,144,7.9,238982,30000000,63800000,"30,000,000","63,800,000",63259930.79584775,134532786.15916955,"63,259,930","134,532,786"
tt0106521,Carnosaur,1993,83,3.7,4533,1000000,1753979,"1,000,000","1,753,979",2108664.359861592,3698553.005245675,"2,108,664","3,698,553"
tt0106582,Cliffhanger,1993,113,6.5,143984,70000000,255000211,"70,000,000","255,000,211",147606505.19031143,537709856.6928858,"147,606,505","537,709,856"
tt0106598,Coneheads,1993,88,5.4,59638,33000000,21274717,"33,000,000","21,274,717",69585923.87543252,44861237.50404152,"69,585,923","44,861,237"
tt0106627,The Crush,1993,89,5.8,23346,6000000,13609396,"6,000,000","13,609,396",12651986.159169551,28697648.30444291,"12,651,986","28,697,648"
tt0106664,The Dark Half,1993,122,6.0,20657,15000000,10611160,"15,000,000","10,611,160",31629965.397923876,22375374.908788927,"31,629,965","22,375,374"
tt0106673,Dave,1993,110,6.9,58509,28000000,92000000,"28,000,000","92,000,000",59042602.076124564,193997121.10726643,"59,042,602","193,997,121"
tt0106677,Dazed and Confused,1993,103,7.6,206844,6900000,8259076,"6,900,000","8,259,076",14549784.083044983,17415619.206588235,"14,549,784","17,415,619"
tt0106701,Dennis the Menace,1993,94,5.7,66777,35000000,117270765,"35,000,000","117,270,765",73803252.59515572,247284682.60920414,"73,803,252","247,284,682"
tt0106770,Dragon: The Bruce Lee Story,1993,120,7.0,33734,14000000,63513743,"14,000,000","63,513,743",29521301.038062282,133929166.22550865,"29,521,301","133,929,166"
tt0106856,Falling Down,1993,113,7.6,215157,25000000,40903593,"25,000,000","40,903,593",52716608.996539794,86251948.74938408,"52,716,608","86,251,948"
tt0106912,Fire in the Sky,1993,109,6.5,29891,15000000,19885552,"15,000,000","19,885,552",31629965.397923876,41931954.77857439,"31,629,965","41,931,954"
tt0106918,The Firm,1993,154,6.9,153527,42000000,270248367,"42,000,000","270,248,367",88563903.11418685,569863099.8036956,"88,563,903","569,863,099"
tt0106977,The Fugitive,1993,130,7.8,331125,44000000,183875799,"44,000,000","183,875,799",92781231.83391003,387732343.9923737,"92,781,231","387,732,343"
tt0107004,Geronimo: An American Legend,1993,115,6.6,14199,35000000,18635620,"35,000,000","18,635,620",73803252.59515572,39296267.71792387,"73,803,252","39,296,267"
tt0107007,Gettysburg,1993,254,7.6,32253,25000000,12700000,"25,000,000","12,700,000",52716608.996539794,26780037.370242216,"52,716,608","26,780,037"
tt0107009,Ghost in the Machine,1993,95,4.7,4288,12000000,5086909,"12,000,000","5,086,909",25303972.318339102,10726583.71015917,"25,303,972","10,726,583"
tt0107034,The Good Son,1993,87,6.4,47217,17000000,60613008,"17,000,000","60,613,008",35847294.11764706,127812489.71360554,"35,847,294","127,812,489"
tt0107048,Groundhog Day,1993,101,8.0,712225,14600000,71108778,"14,600,000","71,108,778",30786499.653979238,149944545.84191003,"30,786,499","149,944,545"
tt0107050,Grumpy Old Men,1993,103,7.0,55561,35100000,70200000,"35,100,000","70,200,000",74014119.03114186,148028238.06228372,"74,014,119","148,028,238"
tt0107076,Hard Target,1993,97,6.2,58748,18000000,74189677,"18,000,000","74,189,677",37955958.47750865,156441127.75954327,"37,955,958","156,441,127"
tt0107120,Hocus Pocus,1993,96,6.9,163868,28000000,51663767,"28,000,000","51,663,767",59042602.076124564,108941544.16909343,"59,042,602","108,941,544"
tt0107130,A Home of Our Own,1993,104,7.1,4111,12000000,1703282,"12,000,000","1,703,282",25303972.318339102,3591650.0481937714,"25,303,972","3,591,650"
tt0107131,Homeward Bound: The Incredible Journey,1993,84,7.0,53083,24000000,57333324,"24,000,000","57,333,324",50607944.636678204,120896736.95119722,"50,607,944","120,896,736"
tt0107144,Hot Shots! Part Deux,1993,86,6.6,100132,25000000,133752825,"25,000,000","133,752,825",52716608.996539794,282039815.1083045,"52,716,608","282,039,815"
tt0107206,In the Line of Fire,1993,128,7.2,117805,40000000,177000000,"40,000,000","177,000,000",84346574.39446367,373233591.69550174,"84,346,574","373,233,591"
tt0107207,In the Name of the Father,1993,133,8.1,194530,13000000,65796862,"13,000,000","65,796,862",27412636.678200692,138743497.8901315,"27,412,636","138,743,497"
tt0107211,Indecent Proposal,1993,117,6.0,81827,38000000,266614059,"38,000,000","266,614,059",80129245.67474048,562199564.0513357,"80,129,245","562,199,564"
tt0107277,Josh and S.A.M.,1993,96,5.7,1696,18000000,1528163,"18,000,000","1,528,163",37955958.47750865,3222382.8541591694,"37,955,958","3,222,382"
tt0107290,Jurassic Park,1993,127,8.2,1110378,63000000,920100000,"63,000,000","920,100,000",132845854.67128028,1940182077.5086505,"132,845,854","1,940,182,077"
tt0107302,Kalifornia,1993,117,6.7,60142,9000000,2395231,"9,000,000","2,395,231",18977979.238754325,5050738.24333564,"18,977,979","5,050,738"
tt0107362,Last Action Hero,1993,130,6.5,168568,85000000,137300000,"85,000,000","137,300,000",179236470.5882353,289519616.6089965,"179,236,470","289,519,616"
tt0107387,Leprechaun,1993,92,4.8,31757,1000000,8600000,"1,000,000","8,600,000",2108664.359861592,18134513.494809687,"2,108,664","18,134,513"
tt0107468,M. Butterfly,1993,101,6.7,11280,17000000,1499795,"17,000,000","1,499,795",35847294.11764706,3162564.263598616,"35,847,294","3,162,564"
tt0107507,Manhattan Murder Mystery,1993,104,7.3,47925,13500000,11285588,"13,500,000","11,285,588",28466968.858131487,23797517.19568166,"28,466,968","23,797,517"
tt0107554,Menace II Society,1993,97,7.5,66720,3500000,27900000,"3,500,000","27,900,000",7380325.2595155705,58831735.64013841,"7,380,325","58,831,735"
tt0107563,The Meteor Man,1993,100,5.2,9116,20000000,8000000,"20,000,000","8,000,000",42173287.19723184,16869314.878892735,"42,173,287","16,869,314"
tt0107594,Money for Nothing,1993,100,5.7,4447,11000000,1044824,"11,000,000","1,044,824",23195307.95847751,2203183.1311280276,"23,195,307","2,203,183"
tt0107614,Mrs. Doubtfire,1993,125,7.1,302623,25000000,441286195,"25,000,000","441,286,195",52716608.996539794,930524471.8954325,"52,716,608","930,524,471"
tt0107616,Much Ado About Nothing,1993,111,7.3,53758,11000000,22600000,"11,000,000","22,600,000",23195307.95847751,47655814.53287197,"23,195,307","47,655,814"
tt0107688,The Nightmare Before Christmas,1993,76,7.9,393460,18000000,75634409,"18,000,000","75,634,409",37955958.47750865,159487582.6374948,"37,955,958","159,487,582"
tt0107719,The Nutcracker,1993,92,5.9,2682,19000000,2119994,"19,000,000","2,119,994",40064622.83737024,4470355.790920415,"40,064,622","4,470,355"
tt0107745,Once Upon a Forest,1993,71,6.5,6250,13000000,6582052,"13,000,000","6,582,052",27412636.678200692,13879338.46715571,"27,412,636","13,879,338"
tt0107756,Orlando,1992,94,7.1,19668,4000000,5377643,"4,000,000","5,377,643",8687156.094084105,11679106.03981468,"8,687,156","11,679,106"
tt0107798,The Pelican Brief,1993,141,6.6,99457,45000000,195268056,"45,000,000","195,268,056",94889896.19377163,411754790.30665743,"94,889,896","411,754,790"
tt0107808,A Perfect World,1993,138,7.5,90167,30000000,135100000,"30,000,000","135,100,000",63259930.79584775,284880555.017301,"63,259,930","284,880,555"
tt0107818,Philadelphia,1993,125,7.7,265708,26000000,206678440,"26,000,000","206,678,440",54825273.356401384,435815460.3797924,"54,825,273","435,815,460"
tt0107822,The Piano,1993,121,7.5,97925,7000000,40200000,"7,000,000","40,200,000",14760650.519031141,84768307.26643598,"14,760,650","84,768,307"
tt0107943,The Remains of the Day,1993,134,7.8,88119,11500000,23240144,"11,500,000","23,240,144",24249640.138408303,49005663.37085121,"24,249,640","49,005,663"
tt0107969,Rising Sun,1993,129,6.3,49114,40000000,107198790,"40,000,000","107,198,790",84346574.39446367,226046267.89328718,"84,346,574","226,046,267"
tt0107977,Robin Hood: Men in Tights,1993,104,6.7,140950,20000000,35739755,"20,000,000","35,739,755",42173287.19723184,75363147.59868512,"42,173,287","75,363,147"
tt0107978,RoboCop 3,1993,104,4.2,56099,22000000,10696210,"22,000,000","10,696,210",46390615.91695502,22554716.812595155,"46,390,615","22,554,716"
tt0107983,Romeo Is Bleeding,1993,110,6.5,15743,11500000,3275585,"11,500,000","3,275,585",24249640.138408303,6907109.347197232,"24,249,640","6,907,109"
tt0107985,Rookie of the Year,1993,103,6.1,32037,31000000,56500758,"31,000,000","56,500,758",65368595.15570934,119141134.69976471,"65,368,595","119,141,134"
tt0108002,Rudy,1993,114,7.5,71203,12000000,22800000,"12,000,000","22,800,000",25303972.318339102,48077547.40484429,"25,303,972","48,077,547"
tt0108037,The Sandlot,1993,101,7.8,107654,7000000,34348444,"7,000,000","34,348,444",14760650.519031141,72429339.67950173,"14,760,650","72,429,339"
tt0108052,Schindler's List,1993,195,9.0,1511663,22000000,321365567,"22,000,000","321,365,567",46390615.91695502,677652117.6196125,"46,390,615","677,652,117"
tt0108071,The Secret Garden,1993,101,7.3,46324,18000000,40000000,"18,000,000","40,000,000",37955958.47750865,84346574.39446367,"37,955,958","84,346,574"
tt0108147,Sister Act 2: Back in the Habit,1993,107,5.7,61019,38000000,57319029,"38,000,000","57,319,029",80129245.67474048,120866593.59417303,"80,129,245","120,866,593"
tt0108149,Six Degrees of Separation,1993,112,6.8,23448,15000000,6284090,"15,000,000","6,284,090",31629965.397923876,13251036.61716263,"31,629,965","13,251,036"
tt0108160,Sleepless in Seattle,1993,105,6.8,197672,21000000,227799884,"21,000,000","227,799,884",44281951.55709343,480353496.5714048,"44,281,951","480,353,496"
tt0108162,Sliver,1993,107,5.1,35451,40000000,116300000,"40,000,000","116,300,000",84346574.39446367,245237665.05190313,"84,346,574","245,237,665"
tt0108174,Una Novia Sin Igual,1993,93,6.5,44094,20000000,11585483,"20,000,000","11,585,483",42173287.19723184,24429895.093882352,"42,173,287","24,429,895"
tt0108187,Son of the Pink Panther,1993,93,3.9,6188,25000000,2438031,"25,000,000","2,438,031",52716608.996539794,5140989.077937716,"52,716,608","5,140,989"
tt0108255,Super Mario Bros.,1993,104,4.2,65189,48000000,20915465,"48,000,000","20,915,465",101215889.27335641,44103695.61543253,"101,215,889","44,103,695"
tt0108258,Surf Ninjas,1993,87,5.1,9243,6500000,4916135,"6,500,000","4,916,135",13706318.339100346,10366478.662768167,"13,706,318","10,366,478"
tt0108308,Teenage Mutant Ninja Turtles III,1993,96,4.8,37377,21000000,42273609,"21,000,000","42,273,609",44281951.55709343,89140852.66102421,"44,281,951","89,140,852"
tt0108333,The Three Musketeers,1993,105,6.4,61377,30000000,111898845,"30,000,000","111,898,845",63259930.79584775,235957106.36117646,"63,259,930","235,957,106"
tt0108358,Tombstone,1993,130,7.8,175163,25000000,56500000,"25,000,000","56,500,000",52716608.996539794,119139536.33217993,"52,716,608","119,139,536"
tt0108399,True Romance,1993,119,7.9,250664,12500000,12600000,"12,500,000","12,600,000",26358304.498269897,26569170.934256054,"26,358,304","26,569,170"
tt0108517,Warlock: The Armageddon,1993,98,5.4,7189,3000000,3902679,"3,000,000","3,902,679",6325993.0795847755,8229440.115280277,"6,325,993","8,229,440"
tt0108525,Wayne's World 2,1993,95,6.2,89964,40000000,48198019,"40,000,000","48,198,019",84346574.39446367,101633444.88123183,"84,346,574","101,633,444"
tt0108539,Weekend at Bernie's II,1993,97,4.8,14842,7000000,12741891,"7,000,000","12,741,891",14760650.519031141,26868371.428941175,"14,760,650","26,868,371"
tt0108550,What's Eating Gilbert Grape,1993,118,7.7,260813,11000000,10000000,"11,000,000","10,000,000",23195307.95847751,21086643.59861592,"23,195,307","21,086,643"
tt0109015,3 Ninjas Kick Back,1994,93,4.6,10272,20000000,11798854,"20,000,000","11,798,854",41120377.86774629,24258666.74431849,"41,120,377","24,258,666"
tt0109021,8 Seconds,1994,105,6.6,6032,7000000,19623396,"7,000,000","19,623,396",14392132.253711203,40346072.92842105,"14,392,132","40,346,072"
tt0109040,Ace Ventura: Pet Detective,1994,86,6.9,337559,15000000,107217396,"15,000,000","107,217,396",30840283.40080972,220440991.8757895,"30,840,283","220,440,991"
tt0109045,"The Adventures of Priscilla, Queen of the Desert",1994,104,7.5,57773,2000000,29700000,"2,000,000","29,700,000",4112037.7867746293,61063761.133603245,"4,112,037","61,063,761"
tt0109067,The Air Up There,1994,107,5.6,9664,17000000,21011500,"17,000,000","21,011,500",34952321.18758435,43200040.97840756,"34,952,321","43,200,040"
tt0109127,Angels in the Outfield,1994,102,6.2,35958,31000000,50236831,"31,000,000","50,236,831",63736585.69500675,103287873.67990553,"63,736,585","103,287,873"
tt0109190,Baby's Day Out,1994,99,6.2,57798,50000000,16671505,"50,000,000","16,671,505",102800944.66936573,34276929.26120108,"102,800,944","34,276,929"
tt0109254,Beverly Hills Cop III,1994,104,5.5,97116,50000000,119208989,"50,000,000","119,208,989",102800944.66936573,245095933.64560056,"102,800,944","245,095,933"
tt0109303,Blown Away,1994,121,6.2,35126,28000000,30156002,"28,000,000","30,156,002",57568529.01484481,62001309.86102564,"57,568,529","62,001,309"
tt0109305,Blue Chips,1994,108,6.3,15663,35000000,26000000,"35,000,000","26,000,000",71960661.26855601,53456491.22807018,"71,960,661","53,456,491"
tt0109376,"Car 54, Where Are You?",1994,89,2.6,4581,10700000,1200000,"10,700,000","1,200,000",21999402.159244265,2467222.6720647775,"21,999,402","2,467,222"
tt0109402,The Chase,1994,94,5.9,22711,26000000,8000000,"26,000,000","8,000,000",53456491.22807018,16448151.147098517,"53,456,491","16,448,151"
tt0109444,Clear and Present Danger,1994,141,6.9,111582,62000000,215887717,"62,000,000","215,887,717",127473171.3900135,443869225.0022538,"127,473,171","443,869,225"
tt0109445,Clerks,1994,92,7.7,236237,27575,3151130,"27,575","3,151,130",56694.7209851552,6478782.8155195685,"56,694","6,478,782"
tt0109446,The Client,1994,119,6.7,76241,45000000,117615211,"45,000,000","117,615,211",92520850.20242916,241819095.96573552,"92,520,850","241,819,095"
tt0109450,Cobb,1994,128,6.4,8309,25500000,1007583,"25,500,000","1,007,583",52428481.781376526,2071609.6846558703,"52,428,481","2,071,609"
tt0109456,Color of Night,1994,121,5.2,26510,40000000,19700000,"40,000,000","19,700,000",82240755.73549259,40503572.1997301,"82,240,755","40,503,572"
tt0109506,The Crow,1994,102,7.5,220789,23000000,93722164,"23,000,000","93,722,164",47288434.54790824,192694539.9131444,"47,288,434","192,694,539"
tt0109578,Death Wish: The Face of Death,1994,95,4.9,9298,5000000,1702394,"5,000,000","1,702,394",10280094.466936573,3500154.227989204,"10,280,094","3,500,154"
tt0109579,Death and the Maiden,1994,103,7.2,27830,12000000,8003716,"12,000,000","8,003,716",24672226.720647775,16455791.313306345,"24,672,226","16,455,791"
tt0109635,Disclosure,1994,128,6.2,56147,55000000,214015089,"55,000,000","214,015,089",113081039.1363023,440019066.45396763,"113,081,039","440,019,066"
tt0109642,Dolores Claiborne,1995,132,7.4,50463,13000000,46400000,"13,000,000","46,400,000",25991640.419947505,92770162.72965878,"25,991,640","92,770,162"
tt0109686,Dumb and Dumber,1994,107,7.3,426474,16000000,247275374,"16,000,000","247,275,374",32896302.294197034,508402840.8134144,"32,896,302","508,402,840"
tt0109707,Ed Wood,1994,127,7.8,187697,18000000,5900000,"18,000,000","5,900,000",37008340.080971666,12130511.470985156,"37,008,340","12,130,511"
tt0109758,Exit to Eden,1994,113,4.3,7507,27500000,6800000,"27,500,000","6,800,000",56540519.56815115,13980928.47503374,"56,540,519","13,980,928"
tt0109813,The Flintstones,1994,91,5.0,88944,46000000,341631208,"46,000,000","341,631,208",94576869.09581648,702400218.2187315,"94,576,869","702,400,218"
tt0109830,Forrest Gump,1994,142,8.8,2360442,55000000,677387716,"55,000,000","677,387,716",113081039.1363023,1392721942.2444804,"113,081,039","1,392,721,942"
tt0109831,Four Weddings and a Funeral,1994,117,7.1,172778,4400000,245700832,"4,400,000","245,700,832",9046483.130904185,505165552.7129825,"9,046,483","505,165,552"
tt0109836,Frankenstein,1994,123,6.3,60705,45000000,112000000,"45,000,000","112,000,000",92520850.20242916,230274116.05937925,"92,520,850","230,274,116"
tt0109906,The Glass Shield,1994,109,6.1,3621,5000000,3291163,"5,000,000","3,291,163",10280094.466936573,6766693.309217274,"10,280,094","6,766,693"
tt0109959,Gunmen,1993,94,5.2,3927,8030000,3411885,"8,030,000","3,411,885",16932574.809688583,7194520.299446367,"16,932,574","7,194,520"
tt0110005,Heavenly Creatures,1994,99,7.2,68962,5000000,3049135,"5,000,000","3,049,135",10280094.466936573,6269079.1684885295,"10,280,094","6,269,079"
tt0110006,Heavyweights,1995,97,6.6,31786,10000000,17700000,"10,000,000","17,700,000",19993569.553805772,35388618.11023622,"19,993,569","35,388,618"
tt0110027,Highlander: The Final Dimension,1994,99,4.5,22594,30000000,36738574,"30,000,000","36,738,574",61680566.80161944,75535202.26010796,"61,680,566","75,535,202"
tt0110057,Hoop Dreams,1994,170,8.3,28693,700000,7830611,"700,000","7,830,611",1439213.2253711203,16099884.162766533,"1,439,213","16,099,884"
tt0110074,The Hudsucker Proxy,1994,111,7.2,87706,25000000,2800000,"25,000,000","2,800,000",51400472.33468287,5756852.901484481,"51,400,472","5,756,852"
tt0110093,I Love Trouble,1994,123,5.4,12940,45000000,61947267,"45,000,000","61,947,267",92520850.20242916,127364751.3457085,"92,520,850","127,364,751"
tt0110099,I.Q.,1994,100,6.2,27064,25000000,26381221,"25,000,000","26,381,221",51400472.33468287,54240288.806626186,"51,400,472","54,240,288"
tt0110148,Interview with the Vampire,1994,123,7.5,360711,60000000,223664608,"60,000,000","223,664,608",123361133.60323888,459858659.8300675,"123,361,133","459,858,659"
tt0110167,It Could Happen to You,1994,101,6.4,46480,20000000,37939757,"20,000,000","37,939,757",41120377.86774629,78004857.20252362,"41,120,377","78,004,857"
tt0110213,The Jungle Book,1994,111,6.1,19494,27000000,53508356,"27,000,000","53,508,356",55512510.121457495,110014190.89009447,"55,512,510","110,014,190"
tt0110216,Junior,1994,109,4.7,74823,60000000,108400000,"60,000,000","108,400,000",123361133.60323888,222872448.0431849,"123,361,133","222,872,448"
tt0110308,The Last Seduction,1994,110,7.0,27056,2500000,5842603,"2,500,000","5,842,603",5140047.233468287,12012502.154561404,"5,140,047","12,012,502"
tt0110322,Legends of the Fall,1994,133,7.5,190328,30000000,160638883,"30,000,000","160,638,883",61680566.80161944,330276578.4606343,"61,680,566","330,276,578"
tt0110357,The Lion King,1994,88,8.5,1193537,45000000,763455561,"45,000,000","763,455,561",92520850.20242916,1569679057.6776114,"92,520,850","1,569,679,057"
tt0110364,Little Giants,1994,107,6.5,31924,20000000,19300000,"20,000,000","19,300,000",41120377.86774629,39681164.64237517,"41,120,377","39,681,164"
tt0110367,Little Women,1994,115,7.3,65999,18000000,50083616,"18,000,000","50,083,616",37008340.080971666,102972860.7451552,"37,008,340","102,972,860"
tt0110391,Love Affair,1994,108,6.0,5246,60000000,18300000,"60,000,000","18,300,000",123361133.60323888,37625145.74898785,"123,361,133","37,625,145"
tt0110442,Major League II,1994,105,5.6,28860,25000000,30626182,"25,000,000","30,626,182",51400472.33468287,62968008.82431849,"51,400,472","62,968,008"
tt0110475,The Mask,1994,101,7.0,442763,23000000,351583407,"23,000,000","351,583,407",47288434.54790824,722862127.3934819,"47,288,434","722,862,127"
tt0110478,Maverick,1994,127,7.0,122238,75000000,183031272,"75,000,000","183,031,272",154201417.0040486,376315753.3127126,"154,201,417","376,315,753"
tt0110622,Naked Gun 33 1/3: The Final Insult,1994,83,6.5,115305,30000000,132032598,"30,000,000","132,032,598",61680566.80161944,271461516.0310122,"61,680,566","271,461,516"
tt0110632,Natural Born Killers,1994,119,7.2,258984,34000000,50283563,"34,000,000","50,283,563",69904642.3751687,103383955.55483131,"69,904,642","103,383,955"
tt0110725,On Deadly Ground,1994,101,4.6,26168,50000000,49000000,"50,000,000","49,000,000",102800944.66936573,100744925.77597842,"102,800,944","100,744,925"
tt0110729,Once Were Warriors,1994,102,7.9,37984,950000,6700000,"950,000","6,700,000",1953217.948717949,13775326.585695008,"1,953,217","13,775,326"
